animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
12483,Gregory Horror Show: The Last Train,Fall 2000,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire']",TV,26,"['VAP', 'TV Asahi']",['Geneon Universal Entertainment'],['Milky Cartoon'],Original,6.49,397,893
12485,Gregory Horror Show: The Bloody Karte,None,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire']",Special,12,"['VAP', 'TV Asahi']",['Geneon Universal Entertainment'],['Milky Cartoon'],Original,6.01,300,693
12487,Kyoukaisenjou no Horizon II,Summer 2012,"['Action', 'Fantasy', 'Sci-Fi']",TV,13,"['Bandai Visual', 'Lantis', 'ASCII Media Works', 'Sony PCL']",['Sentai Filmworks'],['Sunrise'],Light novel,7.64,28531,62547
12497,Garakuta-doori no Stain: Epilogue,None,['Comedy'],OVA,1,[],['Funimation'],[],Unknown,6.37,106,269
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,None,"['Comedy', 'Seinen']",Movie,1,[],[],['Shin-Ei Animation'],Manga,6.82,602,1424
12501,Ai Mai! Moe Can Change!,None,"['Comedy', 'Sci-Fi']",OVA,1,['Frontier Works'],[],[],Game,5.59,3064,5953
12503,Mirai Nikki (TV): Ura Mirai Nikki,None,"['Action', 'Comedy', 'Supernatural']",Special,10,[],['Funimation'],['Asread'],Manga,6.66,21393,43381
12505,C³: Rikan Gakkou Confussion!,None,"['Action', 'Comedy', 'Supernatural', 'Ecchi', 'School']",Special,1,[],['Funimation'],['Silver Link.'],Light novel,6.82,12407,23082
12521,Tentoumushi no Otomurai,None,['Music'],Music,1,[],[],[],Original,5.27,239,439
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,None,"['Action', 'Adventure']",Special,1,[],[],['Studio Gallop'],Unknown,6.09,23,161
12531,Sakamichi no Apollon,Spring 2012,"['Drama', 'Josei', 'Music', 'Romance', 'School']",TV,12,"['Dentsu', 'Fuji TV', 'Toho', 'DAX Production', 'Sony Music Entertainment']",['Sentai Filmworks'],"['Tezuka Productions', 'MAPPA']",Manga,8.42,104219,217503
12549,"Dakara Boku wa, H ga Dekinai.",Summer 2012,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",TV,12,"['Geneon Universal Entertainment', 'Sotsu', 'Lantis', 'AT-X', 'KlockWorx', 'Fujimi Shobo']",['Sentai Filmworks'],['feel.'],Light novel,6.83,136923,263772
12551,Jisshuusei,None,['Hentai'],OVA,1,[],[],['Image House'],Visual novel,5.08,93,443
12561,Benkei tai Ushiwaka,None,"['Action', 'Comedy']",Movie,1,[],[],[],Other,5.29,367,743
12563,Punky Funky Baby,None,['Hentai'],OVA,1,[],[],[],Unknown,4.78,113,405
12565,Fate/Prototype,None,"['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",OVA,1,['Notes'],[],['Lerche'],Original,6.86,35210,68640
12569,Himitsu no Akko-chan (Movie),None,"['Magic', 'School', 'Shoujo']",Movie,1,[],[],['Toei Animation'],Unknown,6.1,120,405
12579,Itsuka Tenma no Kuro Usagi Picture Drama,None,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural', 'Vampire']",Special,6,[],[],['Zexcs'],Light novel,6.27,1406,5064
12581,Asa made Jugyou Chu!,None,"['Comedy', 'Ecchi', 'Romance', 'School']",OVA,1,['Media Factory'],[],['GoHands'],Manga,6.24,19345,35686
12585,Inazuma Eleven Go: Tokubetsu-hen,None,"['Sports', 'Super Power', 'Shounen']",Special,2,[],[],['OLM'],Unknown,6.8,1212,3056
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,None,"['Adventure', 'Kids']",Movie,1,['Group TAC'],[],[],Unknown,6.05,93,421
12591,Ojamajo Doremi OVA,None,"['Kids', 'Magic']",OVA,3,[],[],[],Unknown,7.02,285,1273
12599,Ijime: Ikenie no Kyoushitsu,None,"['Drama', 'Shoujo']",OVA,1,['Shogakukan Productions'],[],['SynergySP'],Manga,5.3,680,1214
12603,Tora-chan to Hanayome,None,['Drama'],Movie,1,[],[],[],Original,5.66,331,664
12611,Sengoku Collection,Spring 2012,"['Fantasy', 'Parody', 'Samurai']",TV,26,"['TV Tokyo', 'Nihon Ad Systems', 'ZERO-A']",['Nozomi Entertainment'],"[""Brain's Base""]",Game,6.49,4587,19413
12613,Morizo to Kikkoro,Spring 2004,['Kids'],TV,52,[],[],[],Unknown,5.77,22,138
12623,Egomama,None,['Music'],Music,1,['U/M/A/A Inc.'],[],[],Unknown,7.11,1281,2121
12637,"Mogyutto ""Love"" de Sekkinchuu!",None,['Music'],Music,1,['Lantis'],[],['Sunrise'],Music,7.3,5385,9933
12643,Happening Star ☆,None,"['Comedy', 'Sci-Fi']",OVA,1,[],[],[],Unknown,6,17,130
12651,Danball Senki W,Winter 2012,"['Action', 'Kids', 'Mecha']",TV,58,[],['Dentsu Entertainment USA'],['OLM'],Game,7.26,1248,3203
12657,Tongari Boushi no Memole: Marielle no Housekibako,None,"['Fantasy', 'Magic', 'Shoujo']",OVA,1,[],[],['Toei Animation'],Unknown,6.25,78,340
12659,Nisoku Hokou,None,['Music'],Music,1,[],[],[],Unknown,6.64,922,1491
12661,Light Lag,None,['Music'],Music,1,['U/M/A/A Inc.'],[],[],Unknown,6.48,754,1229
12663,Patalliro! Stardust Keikaku,None,"['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']",Movie,1,[],[],['Toei Animation'],Manga,6.73,144,732
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",None,['Comedy'],Special,1,"['Pony Canyon', 'DAX Production']",[],['Doga Kobo'],Unknown,6.29,7966,17936
12669,Amagami SS+ Plus Specials,None,['Romance'],Special,6,[],[],['AIC'],Unknown,7.29,12669,24429
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,None,"['Action', 'Adventure', 'Comedy', 'Kids', 'Drama', 'Fantasy']",Movie,1,"['TV Tokyo', 'Shogakukan Productions', 'Toho', 'Studio Jack']",['The Pokemon Company International'],['OLM'],Game,6.58,12423,22022
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,None,"['Comedy', 'Romance', 'Slice of Life']",Special,1,[],[],['feel.'],Light novel,7.25,17404,29682
12677,Ozma,Spring 2012,"['Action', 'Sci-Fi', 'Adventure']",TV,6,"['WOWOW', 'Pony Canyon', 'Planet', 'LandQ studios', 'Viki', 'Slowcurve', 'Cyclone Graphics']",[],['Gonzo'],Original,6.13,6010,12994
12679,Joshiraku,Summer 2012,"['Slice of Life', 'Comedy', 'Shounen']",TV,13,"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'KlockWorx']",[],['J.C.Staff'],Manga,7.52,23519,75628
12683,Yumeyume,None,['Music'],Music,1,"['U/M/A/A Inc.', 'Studio Moriken']",[],[],Unknown,6.28,828,1319
12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,None,"['Comedy', 'Parody', 'Fantasy']",OVA,1,[],[],['Sunrise'],Original,6.51,25904,48911
12689,Kiss Dum R: Meguriahi,None,"['Mecha', 'Military', 'Sci-Fi']",Special,1,['Bandai Visual'],[],['Satelight'],Original,6.35,279,939
12695,Tight-rope,None,"['Romance', 'Shounen Ai']",OVA,2,[],[],['PrimeTime'],Manga,7.23,15766,29028
12699,Tales of Gekijou,None,['Comedy'],Special,5,[],[],['Sunrise'],Game,6.72,1353,3616
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,None,['Comedy'],Special,3,[],[],['ufotable'],Game,7.15,1678,4881
12711,Uta no☆Prince-sama♪ Maji Love 2000%,Spring 2013,"['Comedy', 'Harem', 'Music', 'Romance', 'School', 'Shoujo']",TV,13,"['Showgate', 'King Records']",['Sentai Filmworks'],['A-1 Pictures'],Visual novel,7.43,38764,79967
12715,The Hakkenden: Shin Shou,None,"['Action', 'Adventure', 'Historical', 'Demons', 'Martial Arts', 'Samurai', 'Shounen']",OVA,7,['Pioneer LDC'],['Geneon Universal Entertainment'],['AIC'],Novel,6.63,557,1650
12725,Initial D: Project D to the Next Stage - Project D e Mukete,None,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",Special,1,"['OB Planning', 'Fuji TV']",[],[],Manga,7.64,1880,5543
12727,Thermae Romae Specials,None,"['Comedy', 'Historical', 'Seinen']",Special,2,[],['Discotek Media'],['DLE'],Unknown,6.99,986,2410
12729,High School DxD OVA,None,"['Comedy', 'Demons', 'Ecchi', 'Romance', 'School']",OVA,2,"['Genco', 'Lantis', 'AT-X']",[],['TNK'],Light novel,7.42,87758,151403
12745,Bari Bari Densetsu (1987),None,"['Action', 'Drama', 'Shounen', 'Sports']",Movie,1,[],[],['Studio Pierrot'],Manga,6.69,367,1120
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,Spring 2012,"['Action', 'Game', 'Mystery', 'Shounen']",TV,25,['NHK'],['Sentai Filmworks'],['Sunrise'],Original,7.36,16389,37908
12755,Mahoutsukai Jiji,None,"['Music', 'Magic', 'Fantasy']",ONA,1,[],[],[],Unknown,6.07,732,1344
12759,Zoku Zoku Mura no Obaketachi,None,['Fantasy'],OVA,12,[],[],['Toei Animation'],Unknown,6.15,20,144
12763,0-sen Hayato,Winter 1964,"['Historical', 'Military']",TV,38,['P Productions'],[],[],Manga,6.43,65,385
12765,Yuuyake Banchou,Fall 1968,['Action'],TV,26,[],[],[],Unknown,6.3,27,232
12767,Yuusei Kamen,Summer 1966,['Sci-Fi'],TV,39,[],[],['Eiken'],Unknown,6.26,35,242
12769,Yumemakura Baku Twilight Gekijou,None,"['Horror', 'Psychological']",OVA,4,['Dynamic Planning'],[],"['Studio Pierrot', 'D.A.S.T.']",Novel,5.59,102,648
12771,Youyou no Neko Tsumami,Spring 1992,"['Slice of Life', 'Comedy']",TV,130,[],[],[],Unknown,5.79,29,202
12781,Yoshimoto Muchikko Monogatari,Fall 1998,['Comedy'],TV,47,['TV Tokyo'],[],['Shin-Ei Animation'],Unknown,5.08,24,169
12783,Sora no Otoshimono Final: Eternal My Master,None,"['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Shounen', 'Supernatural']",Movie,1,['Nippon Columbia'],[],['Production IMS'],Manga,6.86,28447,67259
12789,Yasashii Lion,None,"['Fantasy', 'Kids', 'Music']",Movie,1,['Mushi Production'],[],[],Picture book,5.45,171,395
12791,Yankee Reppuu-tai,None,"['Adventure', 'Drama', 'Shounen']",OVA,6,[],[],['Toei Animation'],Unknown,5.88,25,229
12793,Yanbou Ninbou Tonbou,Spring 1995,['Fantasy'],TV,39,['Image Kei'],[],[],Radio,5.91,23,152
12795,Yajikita Gakuen Douchuuki,None,"['Adventure', 'Martial Arts', 'School', 'Shoujo']",OVA,2,[],[],['J.C.Staff'],Manga,5.83,111,588
12799,Xevious,None,"['Action', 'Adventure', 'Sci-Fi', 'Space']",Movie,1,['KENMedia'],[],[],Game,5.73,22,335
12803,Chinkoroheibei Tamatebako,None,"['Kids', 'Fantasy', 'Comedy']",Movie,1,[],[],[],Original,5.06,267,540
12807,Wonder-kun no Hatsu Yume Uchuu Ryokou,None,['Adventure'],Special,1,['Mushi Production'],[],[],Unknown,5.91,23,188
12809,Wonder Bebil-kun,Spring 2003,"['Comedy', 'Fantasy']",TV,30,"['Aniplex', 'Dentsu', 'NHK']",[],['Radix'],Unknown,6.6,20,177
12815,Shirokuma Cafe,Spring 2012,"['Slice of Life', 'Comedy', 'Josei']",TV,50,"['TV Tokyo', 'Avex Entertainment']",[],['Studio Pierrot'],Manga,8,11165,61945
12823,Shakugan no Shana III (Final) Specials,None,"['Comedy', 'Parody']",Special,2,[],['Funimation'],['J.C.Staff'],Unknown,7.18,5896,16393
12833,Ushiro no Hyakutarou,None,"['Horror', 'School', 'Supernatural']",OVA,2,[],[],[],Unknown,6,22,181
12835,Umeboshi Denka,Spring 1969,"['Comedy', 'Slice of Life']",TV,26,"['Tokyo Movie Shinsha', 'Studio Zero']",[],[],Original,6.41,27,220
12851,Ultraman USA,None,"['Action', 'Adventure', 'Sci-Fi']",Movie,1,['Tsuburaya Productions'],[],[],Other,5.82,160,555
12857,Star Driver the Movie,None,"['Action', 'Mecha', 'Romance', 'Shounen']",Movie,1,"['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Bandai Namco Entertainment']",[],['Bones'],Original,6.75,2652,9784
12859,One Piece Film: Z,None,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",Movie,1,['Shueisha'],['Funimation'],['Toei Animation'],Manga,8.29,81388,127669
12861,Umeboshi Denka: Uchuu no Hate kara Panparopan!,None,['Comedy'],Movie,1,[],[],[],Unknown,6.52,25,162
12863,Pretty Rhythm: Dear My Future,Spring 2012,"['Slice of Life', 'Sports', 'Music', 'Shoujo']",TV,51,[],[],"['Tatsunoko Production', 'Dongwoo A&E']",Game,6.87,1586,4984
12865,Ai wa KAT-TUN,None,['Comedy'],ONA,5,[],[],[],Unknown,5.24,896,2036
12867,Tsuki no Sango,None,['Drama'],Movie,1,[],[],['ufotable'],Other,6.18,923,3065
12875,Ginga e Kickoff!!,Spring 2012,"['Sports', 'Shounen']",TV,39,"['NHK', 'Nihon Ad Systems']",[],['TYO Animations'],Novel,7.34,6766,16219
12877,Bokurano: Tsuisou,None,"['Sci-Fi', 'Psychological', 'Drama', 'Mecha']",Special,1,[],[],['Gonzo'],Manga,6.18,759,2376
12879,Dantalian no Shoka: Ibarahime,None,"['Action', 'Historical', 'Mystery']",OVA,1,"['TV Tokyo', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx']",[],['Gainax'],Light novel,7.22,8990,17421
12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,None,"['Comedy', 'Drama', 'Harem', 'Romance', 'Sci-Fi']",OVA,4,['Radix'],[],[],Visual novel,5.91,249,828
12883,Tsuritama,Spring 2012,"['Comedy', 'Sci-Fi', 'Slice of Life', 'Sports']",TV,12,"['Aniplex', 'Dentsu', 'Fuji TV', 'Sakura Create']",['Sentai Filmworks'],['A-1 Pictures'],Original,7.77,44656,118690
12885,Dynamic Super Robots Soushingekki,None,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",Special,3,"['Bandai Visual', 'Bee Media', 'Dynamic Planning']",[],[],Unknown,6.57,293,805
12887,Uchuu Shounen Soran,Spring 1965,"['Action', 'Adventure', 'Sci-Fi']",TV,96,[],[],['Eiken'],Unknown,6.15,33,259
12893,Danshi Koukousei no Nichijou Specials,None,"['Comedy', 'School', 'Shounen', 'Slice of Life']",Special,6,[],[],['Sunrise'],Web manga,7.92,42481,77636
12897,Uchuu Patrol Hopper,Winter 1965,"['Sci-Fi', 'Space']",TV,44,[],[],['Toei Animation'],Unknown,6.18,34,295
12899,Ucchare Goshogawara,None,"['Martial Arts', 'School', 'Shounen', 'Sports']",OVA,1,[],[],['J.C.Staff'],Manga,5.81,42,265
12901,TWD Express Rolling Takeoff,None,"['Adventure', 'Sci-Fi']",Movie,1,[],[],['Studio Gallop'],Manga,5.59,32,186
12903,Tsushima Maru: Sayounara Okinawa,None,['Historical'],Movie,1,[],[],[],Unknown,6.87,38,241
12905,Tsuki ga Noboru made ni,None,"['Drama', 'Historical']",OVA,1,"['OB Planning', 'Grouper Productions']",[],[],Unknown,6.44,190,611
12907,Sekiei Ayakashi Mangatan,None,"['Fantasy', 'Historical', 'Supernatural']",ONA,3,[],[],[],Manga,5.81,1586,3059
12917,Madang-Eul Naon Amtalg,None,"['Adventure', 'Drama', 'Fantasy', 'Kids']",Movie,1,"['MK Pictures', 'Myung Films']",[],['Odolttogi'],Book,7.85,882,2408
12919,Yoru no Hi,None,['Psychological'],Movie,1,[],[],[],Unknown,4.81,441,857
12921,Morita-san wa Mukuchi. Specials,None,"['Comedy', 'School', 'Slice of Life']",Special,2,"['DAX Production', 'Takeshobo']",[],['Seven'],4-koma manga,6.53,1814,3469
12929,Saint Seiya Omega,Spring 2012,"['Action', 'Adventure', 'Fantasy', 'Shounen']",TV,97,"['Dentsu', 'TV Asahi']",[],['Toei Animation'],Manga,6.43,11977,32046
12935,Utakata Hanabi,None,['Music'],Music,1,['Sony Music Entertainment'],[],['Madhouse'],Unknown,6.55,1137,1891
12951,AWOL,Winter 1998,"['Action', 'Space', 'Military', 'Sci-Fi']",TV,12,"['BeSTACK', 'd-rights']",[],['Studio Deen'],Unknown,5.7,79,566
12955,Cele Kano,None,['Hentai'],OVA,2,['Digital Works'],[],[],Manga,6.4,1056,2897
12957,First Love,None,['Hentai'],OVA,3,"['Digital Works', 'Y.O.U.C']",[],[],Manga,6.85,1740,5150
12959,Ojousama☆Yomeiri Kousou!,None,['Hentai'],OVA,2,['Mary Jane'],[],[],Light novel,7.03,2434,6408
12961,Kansen 5: The Daybreak,None,['Hentai'],OVA,3,['Mary Jane'],[],[],Visual novel,6.57,1557,5103
12963,Jewelpet Kira☆Deco!,Spring 2012,"['Fantasy', 'Magic', 'Shoujo']",TV,52,"['TV Tokyo', 'Sotsu', 'Sanrio']",[],['Studio Comet'],Original,6.81,500,2248
12965,Jewelpet Movie: Sweets Dance Princess,None,"['Fantasy', 'Magic', 'Shoujo']",Movie,1,"['Sotsu', 'TV Osaka', 'Sanrio', 'Furyu']",[],['Studio Comet'],Original,6.21,140,886
12967,Arcana Famiglia,Summer 2012,"['Action', 'Harem', 'Supernatural', 'Romance', 'Shoujo']",TV,12,"['Frontier Works', 'Movic', 'Warner Bros. Japan', 'Showgate']",['Sentai Filmworks'],['J.C.Staff'],Visual novel,6.39,67763,143758
12971,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,None,"['Magic', 'Shoujo']",Movie,1,[],[],['Toei Animation'],Unknown,6.02,91,334
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,Spring 2012,"['Action', 'Comedy', 'Parody']",TV,51,"['TV Tokyo', 'Shueisha']",['Viz Media'],['Studio Pierrot'],Manga,7.24,18583,45582
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,None,"['Historical', 'Slice of Life']",OVA,1,[],[],['Toei Animation'],Unknown,5.75,28,472
12991,Katte ni Kaizou Specials,None,"['Comedy', 'Parody', 'School', 'Sci-Fi', 'Shounen']",Special,3,[],[],['Shaft'],Manga,6.6,474,2260
12993,Sono Mukou no Mukougawa,None,['Music'],Music,1,['Mag Garden'],[],[],Unknown,5.58,184,362
12995,Dark Blue,None,['Hentai'],OVA,2,[],[],['PoRO'],Visual novel,6.08,2176,5619
12997,Please ♥♥♥♥ Me!,None,['Hentai'],OVA,2,[],[],['Collaboration Works'],Visual novel,6.92,5137,11645
13019,Aneki no Kounai Kaikinbi,None,['Hentai'],OVA,1,"['ChiChinoya', 'SPEED']",[],[],Original,5.56,2326,5460
13029,Arashi no Yoru ni: Himitsu no Tomodachi,Spring 2012,"['Adventure', 'Drama']",TV,26,"['Bandai Visual', 'Dentsu', 'TV Osaka', 'MediaNet', 'AT-X', 'Duckbill Entertainment', 'Baku Enterprise']",[],['Sparky Animation'],Book,6.85,480,2012
13041,Battle Break,None,"['Action', 'Kids']",ONA,1,[],[],['OLM'],Unknown,5.7,70,290
13047,Anime Koukyoushi: Jungle Taitei,None,"['Adventure', 'Kids', 'Shounen']",OVA,1,['Tezuka Productions'],[],['Madhouse'],Unknown,6.8,182,669
13051,Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,None,['Hentai'],OVA,1,[],[],[],Unknown,4.37,115,452
13053,Aimai Elegy,None,['Music'],Music,1,[],[],[],Unknown,6.65,1458,2384
13055,Sankarea OVA,None,"['Comedy', 'Ecchi', 'Horror', 'Romance', 'Shounen', 'Supernatural']",OVA,2,"['Lantis', 'Pony Canyon', 'TBS', 'Kodansha', 'BS-TBS']",[],['Studio Deen'],Manga,7.32,40837,73457
13057,Peace Hame!,None,['Hentai'],OVA,6,['Queen Bee'],[],['Studio 9 MAiami'],Manga,7.16,2638,6898
13073,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,None,"['Sports', 'Shounen']",Special,2,['M.S.C'],[],['Production I.G'],Unknown,7.29,1390,3704
13083,Fushigi na Kusuri,None,"['Slice of Life', 'Comedy']",Movie,1,[],[],[],Unknown,5.57,161,346
13085,Kitsutsuki Keikaku,None,"['Slice of Life', 'Comedy']",Movie,1,[],[],[],Unknown,5.3,116,276
13087,Youkoso Uchuujin,None,['Comedy'],Movie,1,[],[],[],Unknown,5.32,117,289
13089,Hana to Mogura,None,['Comedy'],Movie,1,[],[],[],Unknown,5.68,134,310
13091,Ojiichan ga Kaizoku Datta Koro,None,['Comedy'],Movie,1,[],[],[],Original,5.45,79,212
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,None,"['Ecchi', 'Romance', 'Mystery', 'Seinen']",OVA,1,['Hoods Entertainment'],[],[],Unknown,7.29,14155,24723
13103,Ponta to Ensoku,None,"['Adventure', 'Drama']",OVA,1,['Arplants'],[],[],Unknown,6.85,13,275
13115,Hakuouki Reimeiroku,Summer 2012,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",TV,12,[],['Sentai Filmworks'],['Studio Deen'],Visual novel,7.59,15370,40294
13117,Hakuouki Movie 1: Kyoto Ranbu,None,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",Movie,1,"['Geneon Universal Entertainment', 'Frontier Works', 'KlockWorx']",['Sentai Filmworks'],['Studio Deen'],Visual novel,7.83,5673,18653
13119,Hakuouki Movie 2: Shikon Soukyuu,None,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",Movie,1,[],['Sentai Filmworks'],['Studio Deen'],Visual novel,7.93,4213,14509
13125,Shinsekai yori,Fall 2012,"['Sci-Fi', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama']",TV,25,"['Aniplex', 'TV Asahi', 'Pony Canyon']",['Sentai Filmworks'],['A-1 Pictures'],Novel,8.44,177329,471910
13137,Itsuka Tenma no Kuro Usagi Special,None,"['Comedy', 'Ecchi']",Special,1,[],[],['Zexcs'],Light novel,6.51,1460,4601
13139,Gakkatsu!,Spring 2012,"['Comedy', 'School']",TV,25,['Fanworks'],[],['NHK'],Original,6.55,1984,6172
13141,Shibainuko-san,Spring 2012,['Comedy'],TV,26,"['DAX Production', 'Takeshobo', 'Dream Creation']",[],['Hotline'],Manga,5.82,2505,7726
13143,Baku Tech! Bakugan,Spring 2012,"['Action', 'Game', 'Shounen']",TV,51,['Shogakukan Music & Digital Entertainment'],[],[],Unknown,6.18,1096,2591
13145,Cardfight!! Vanguard: Asia Circuit-hen,Spring 2012,"['Action', 'Game', 'Adventure', 'Demons', 'Shounen']",TV,39,"['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']",[],['TMS Entertainment'],Original,7,8015,15479
13153,Renkyori Enai,None,['Music'],Music,1,[],[],[],Unknown,6.37,571,937
13159,Kuromajo-san ga Tooru!!,Spring 2012,"['Comedy', 'Magic', 'School', 'Slice of Life']",TV,60,['NHK'],[],['Shin-Ei Animation'],Novel,6.51,1420,6964
13161,Hagure Yuusha no Aesthetica,Summer 2012,"['Action', 'Super Power', 'Ecchi', 'Fantasy']",TV,12,"['Genco', 'Lantis', 'Media Factory', 'AT-X', 'Showgate']",['Funimation'],['Arms'],Light novel,7.12,129912,246383
13163,Furusato Saisei: Nippon no Mukashibanashi,Spring 2012,"['Historical', 'Kids', 'Supernatural']",TV,258,"['TV Tokyo', 'Sony Music Entertainment', 'Peter Pan Creation']",[],['Tomason'],Other,7.08,623,8784
13165,Paboo & Mojies,Spring 2012,['Kids'],TV,52,[],['Nelvana'],['Dongwoo A&E'],Original,5.31,16,183
13167,Zoobles!,Spring 2011,['Kids'],TV,26,[],[],['Dongwoo A&E'],Unknown,5.89,18,206
13169,Buta,None,"['Adventure', 'Comedy', 'Fantasy', 'Historical']",Movie,1,[],[],['Telecom Animation Film'],Unknown,6.48,4162,7133
13171,Wasurenagumo,None,"['Comedy', 'Supernatural']",Movie,1,[],[],['Production I.G'],Unknown,7.14,13196,26276
13173,Puka Puka Juju,None,"['Fantasy', 'Slice of Life']",Movie,1,['The Answer Studio'],[],[],Unknown,6.75,2343,4352
13175,Shiranpuri (Movie),None,"['School', 'Drama']",Movie,1,[],[],['Shirogumi'],Unknown,6.32,1951,3780
13177,Little Charo,Spring 2008,['Slice of Life'],TV,50,['NHK'],[],[],Original,6.21,42,259
13179,Little Charo 2,Spring 2010,['Slice of Life'],TV,50,['NHK'],[],[],Original,5.83,30,202
13183,Fate/Zero Remix,None,"['Action', 'Fantasy', 'Supernatural']",Special,2,"['Aniplex', 'Nitroplus', 'Aniplex of America']",[],['ufotable'],Light novel,7.17,4754,16016
13185,Juusen Battle Monsuno,Fall 2012,"['Action', 'Adventure']",TV,52,"['TV Tokyo', 'Dentsu', 'Dentsu Tec']",['Dentsu Entertainment USA'],['Larx Entertainment'],Unknown,6.45,945,3434
13195,"Misenai Namida wa, Kitto Itsuka",None,"['Fantasy', 'Music']",Music,1,[],[],[],Unknown,6.09,215,379
13201,Monster Farm: Legend e no Michi,Spring 2000,"['Action', 'Adventure', 'Comedy', 'Fantasy']",TV,25,[],"['ADV Films', 'Discotek Media']",['TMS Entertainment'],Game,6.84,5110,10145
13203,Lupin the Third: Mine Fujiko to Iu Onna,Spring 2012,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Samurai', 'Seinen']",TV,13,"['Tohokushinsha Film Corporation', 'Po10tial', 'Nippon Television Network']",['Funimation'],['TMS Entertainment'],Manga,7.82,14389,37133
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,Winter 2012,"['Comedy', 'Historical', 'Parody']",TV,9,[],[],[],Unknown,5.89,67,283
13215,Guskou Budori no Denki (2012),None,"['Slice of Life', 'Kids', 'Drama', 'Fantasy']",Movie,1,"['Bandai Visual', 'Dentsu', 'Asahi Shimbun', 'BS11', 'Visual Vision', 'Rironsha', 'Media Do', 'Studio elle', 'BS NTV']",['Sentai Filmworks'],['Tezuka Productions'],Novel,6.35,1396,4146
13217,Hishoka Drop The Animation,None,['Hentai'],OVA,1,['Pink Pineapple'],[],['G-Lam'],Manga,6.4,1050,2908
13219,Himesama Gentei!,None,['Hentai'],OVA,2,[],[],['PoRO'],Visual novel,6.95,2413,6200
13221,Kyonyuu Fantasy,None,"['Harem', 'Hentai', 'Demons', 'Supernatural', 'Fantasy']",OVA,2,[],[],['Majin'],Visual novel,7.44,6933,15930
13223,Bible Black: New Testament Recap,None,['Hentai'],OVA,1,['Milky Animation Label'],[],[],Visual novel,6.56,1542,4197
13231,Metal Fight Beyblade Zero G,Spring 2012,"['Adventure', 'Sports']",TV,38,[],[],"['Tatsunoko Production', 'SynergySP']",Manga,6.39,2744,6313
13233,Mugen no Ryvius: Illusion,None,['Comedy'],Special,6,[],[],['Sunrise'],Unknown,5.74,197,706
13239,Mass Effect: Paragon Lost,None,"['Action', 'Adventure', 'Sci-Fi']",Movie,1,[],['Funimation'],['Production I.G'],Game,6.43,3572,6711
13245,Shin Tennis no Ouji-sama Specials,None,"['Action', 'Comedy', 'Sports', 'Shounen']",Special,7,['Nihon Ad Systems'],[],"['Production I.G', 'M.S.C']",Unknown,7.61,2890,7537
13247,Lupin III: Lupin Ikka Seizoroi,None,"['Adventure', 'Comedy', 'Seinen']",Special,1,['Tokyo Movie Shinsha'],[],[],Unknown,6.81,784,2210
13249,Lupin VIII,None,"['Adventure', 'Comedy', 'Shounen']",Special,1,[],[],['TMS Entertainment'],Unknown,5.68,545,1889
