animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
124,Fushigi Yuugi: Eikouden,None,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",OVA,4,[],"['Media Blasters', 'Geneon Entertainment USA']",['Studio Pierrot'],Manga,6.95,7271,13754
125,Futakoi,Fall 2004,"['Comedy', 'Romance', 'School']",TV,13,['Lantis'],[],['Telecom Animation Film'],Original,6.57,13234,28485
126,Futakoi Alternative,Spring 2005,"['Comedy', 'Drama', 'Romance']",TV,13,['Lantis'],[],"['ufotable', 'feel.', 'Studio Flag']",Original,6.97,9704,25956
127,Gate Keepers,Spring 2000,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,24,['Media Factory'],['Geneon Entertainment USA'],['Gonzo'],Game,7.03,7262,17367
128,Gate Keepers 21,None,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,6,[],['Geneon Entertainment USA'],['Gonzo'],Game,6.85,3830,8592
129,Gensoumaden Saiyuuki,Spring 2000,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,50,"['TV Tokyo', 'Dentsu', 'Group TAC']",['ADV Films'],['Studio Pierrot'],Manga,7.67,15508,40658
130,Saiyuuki Reload,Fall 2003,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",TV,25,[],['Geneon Entertainment USA'],['Studio Pierrot'],Manga,7.49,9500,24191
131,Saiyuuki Reload Gunlock,Spring 2004,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",TV,26,[],['Geneon Entertainment USA'],['Studio Pierrot'],Manga,7.51,6204,16788
132,GetBackers,Fall 2002,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",TV,49,"['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']","['ADV Films', 'Sentai Filmworks']",['Studio Deen'],Manga,7.68,39096,91826
133,Green Green,Summer 2003,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",TV,12,"['Pony Canyon', 'Memory-Tech', 'Studio Jack']",['Media Blasters'],['Studio Matrix'],Visual novel,6.33,55540,96243
134,Gunslinger Girl,Fall 2003,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",TV,13,"['Marvelous', 'Fuji TV']",['Funimation'],['Madhouse'],Manga,7.49,58292,138363
135,Hikaru no Go,Fall 2001,"['Comedy', 'Game', 'Shounen', 'Supernatural']",TV,75,"['TV Tokyo', 'Dentsu', 'Dream Force']",['Viz Media'],['Studio Pierrot'],Manga,8.16,42497,91466
136,Hunter x Hunter,Fall 1999,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",TV,62,['Fuji TV'],['Viz Media'],['Nippon Animation'],Manga,8.47,131139,268212
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,None,"['Action', 'Adventure', 'Super Power', 'Shounen']",OVA,8,[],[],['Nippon Animation'],Manga,8.38,43671,76694
138,Hunter x Hunter: Greed Island,None,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",OVA,8,[],[],['Nippon Animation'],Manga,8.29,49117,83541
139,Hunter x Hunter: Greed Island Final,None,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",OVA,14,[],[],['Nippon Animation'],Manga,8.36,47495,81466
141,Jinki:Extend,Winter 2005,"['Mecha', 'Sci-Fi']",TV,12,"['TV Asahi', 'GANSIS']","['ADV Films', 'Funimation']",['feel.'],Manga,6.21,3331,8889
142,Kamikaze Kaitou Jeanne,Winter 1999,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",TV,44,[],[],['Toei Animation'],Manga,7.51,20147,39143
143,Kannazuki no Miko,Fall 2004,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",TV,12,"['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']","['Sentai Filmworks', 'Geneon Entertainment USA']",['TNK'],Manga,6.98,23119,53016
144,Kanon,Winter 2002,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,13,"['Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']",['Funimation'],['Toei Animation'],Visual novel,7.2,21033,49773
145,Kareshi Kanojo no Jijou,Fall 1998,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,26,"['TV Tokyo', 'GANSIS']",['Nozomi Entertainment'],"['Gainax', 'J.C.Staff']",Manga,7.64,51329,135526
146,Kono Minikuku mo Utsukushii Sekai,Spring 2004,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",TV,12,"['Geneon Universal Entertainment', 'TBS', 'Rondo Robe', 'Movic']",['ADV Films'],"['Gainax', 'Shaft']",Original,6.85,23923,49192
147,Kimi ga Nozomu Eien,Fall 2003,"['Drama', 'Romance', 'Slice of Life']",TV,14,"['Lantis', 'Media Factory', 'Age']",['Funimation'],['Studio Fantasia'],Visual novel,7.33,55184,110830
148,Kita e.: Diamond Dust Drops,Winter 2004,"['Drama', 'Romance', 'Slice of Life']",TV,12,[],['ADV Films'],['Studio Deen'],Visual novel,6.7,2011,6955
149,Loveless,Spring 2005,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",TV,12,"['Bandai Visual', 'TV Asahi', 'Movic']",['Media Blasters'],['J.C.Staff'],Manga,7.07,53031,104835
150,Blood+,Fall 2005,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",TV,50,"['Aniplex', 'Mainichi Broadcasting System']",['Sony Pictures Entertainment'],['Production I.G'],Original,7.74,114038,270789
151,Re: Cutey Honey,None,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",OVA,3,['Toei Video'],[],"['Gainax', 'Toei Animation']",Manga,7.15,7181,18288
152,Solty Rei,Fall 2005,"['Action', 'Sci-Fi', 'Super Power']",TV,24,"['AIC', 'TV Asahi', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Original,7.33,9546,22691
153,Juuni Kokuki,Spring 2002,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",TV,45,['Sogo Vision'],"['Media Blasters', 'Tokyopop']",['Studio Pierrot'],Novel,8.12,30723,91548
154,Shaman King,Summer 2001,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,64,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music']",['4Kids Entertainment'],['Xebec'],Manga,7.83,129605,236803
155,X/1999,None,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",Movie,1,"['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']",['Manga Entertainment'],['Madhouse'],Manga,6.65,14960,27472
156,X,Fall 2001,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",TV,24,"['Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],Manga,7.5,27747,61564
157,Mahou Sensei Negima!,Winter 2005,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",TV,26,['Starchild Records'],"['Funimation', 'Sentai Filmworks']",['Xebec'],Manga,7.06,48054,103828
158,Maria-sama ga Miteru,Winter 2004,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",TV,13,"['Rondo Robe', 'TV Tokyo Music']","['Nozomi Entertainment', 'Maiden Japan']",['Studio Deen'],Light novel,7.42,15069,44314
159,Boukyaku no Senritsu,Spring 2004,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",TV,24,"['Kadokawa Shoten', 'TBS', 'KENMedia']",['Geneon Entertainment USA'],"['Gainax', 'J.C.Staff']",Manga,6.39,4787,14979
160,"Ima, Soko ni Iru Boku",Fall 1999,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",TV,13,"['Victor Entertainment', 'Pioneer LDC', 'Rakuonsha']",['Central Park Media'],['AIC'],Original,7.73,27255,84205
161,Peace Maker Kurogane,Fall 2003,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,24,"['GDH', 'TV Asahi', 'Imagica']","['ADV Films', 'Funimation']",['Gonzo'],Manga,7.39,18304,43676
162,Pita Ten,Spring 2002,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",TV,26,['Broccoli'],['Nozomi Entertainment'],['Madhouse'],Manga,7.03,8099,18537
163,Power Stone,Spring 1999,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",TV,26,['Avex Entertainment'],['ADV Films'],['Studio Pierrot'],Game,6.54,2671,5490
164,Mononoke Hime,None,"['Action', 'Adventure', 'Fantasy']",Movie,1,"['Tokuma Shoten', 'Nippon Television Network']",['GKIDS'],['Studio Ghibli'],Original,8.78,380951,591312
165,RahXephon,Winter 2002,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",TV,26,"['Asatsu DK', 'Fuji TV']",['ADV Films'],['Bones'],Original,7.49,32877,85568
166,Samurai 7,Summer 2004,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",TV,26,"['GDH', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Other,7.56,46542,92979
167,Scrapped Princess,Spring 2003,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,24,"['Kadokawa Shoten', 'A-Line']","['Funimation', 'Bandai Entertainment']",['Bones'],Light novel,7.46,30341,72888
168,s.CRY.ed,Summer 2001,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",TV,26,['Yomiko Advertising'],"['Bandai Entertainment', 'Sentai Filmworks']",['Sunrise'],Original,7.43,30837,64607
169,Shingetsutan Tsukihime,Fall 2003,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",TV,12,"['TBS', 'Rondo Robe', 'Movic']","['Sentai Filmworks', 'Geneon Entertainment USA']",['J.C.Staff'],Visual novel,7.01,53985,116458
170,Slam Dunk,Fall 1993,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,101,"['TV Asahi', 'Animax']","['Flatiron Film Company', 'Geneon Entertainment USA']",['Toei Animation'],Manga,8.54,61966,133698
171,Strange Dawn,Summer 2000,"['Adventure', 'Drama', 'Fantasy']",TV,13,[],['Urban Vision'],['Hal Film Maker'],Original,6.51,883,3054
173,Tactics,Fall 2004,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",TV,25,"['Studio Izena', 'MediaNet']",[],['Studio Deen'],Manga,7.29,11057,32825
174,Tenjou Tenge,Spring 2004,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",TV,24,['TV Asahi'],"['Discotek Media', 'Geneon Entertainment USA']",['Madhouse'],Manga,7.03,68005,134091
175,Tokyo Underground,Spring 2002,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",TV,26,['TV Tokyo Music'],"['Discotek Media', 'Geneon Entertainment USA']",['Studio Pierrot'],Manga,6.68,8945,22347
176,Triangle Heart: Sweet Songs Forever,None,"['Adventure', 'Romance']",OVA,4,['Discovery'],[],['Seven Arcs'],Unknown,6.24,2206,5444
177,Tsubasa Chronicle,Spring 2005,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",TV,26,"['NHK', 'Kodansha']",['Funimation'],['Bee Train'],Manga,7.62,73260,170054
178,Ultra Maniac,Spring 2003,"['Magic', 'Comedy', 'Romance', 'School', 'Shoujo']",TV,26,"['WAO World', 'Studio Jack']","['Discotek Media', 'Geneon Entertainment USA']",['Production Reed'],Manga,7.25,10107,24012
179,Ultra Maniac OVA,None,"['Magic', 'Comedy', 'Romance', 'School']",OVA,1,[],[],['Production Reed'],Unknown,6.76,2035,4534
180,Vandread,Fall 2000,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,13,"['GDH', 'Dentsu', 'Media Factory']","['Funimation', 'Geneon Entertainment USA']",['Gonzo'],Original,7.28,35492,65303
181,Vandread: The Second Stage,Fall 2001,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,13,"['GDH', 'Dentsu', 'Media Factory']","['Funimation', 'Geneon Entertainment USA']",['Gonzo'],Original,7.49,26326,42982
182,Tenkuu no Escaflowne,Spring 1996,"['Adventure', 'Fantasy', 'Mecha', 'Psychological', 'Romance', 'Shoujo']",TV,26,"['TV Tokyo', 'Bandai Visual']","['Funimation', 'Bandai Entertainment']",['Sunrise'],Original,7.76,49198,108495
183,Whistle!,Spring 2002,"['School', 'Shounen', 'Sports']",TV,39,['Marvelous'],[],['Studio Comet'],Manga,7.48,4861,10339
184,Xenosaga The Animation,Winter 2005,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,12,['Happinet Pictures'],"['ADV Films', 'Funimation']",['Toei Animation'],Game,6.43,6752,16200
185,Initial D First Stage,Spring 1998,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",TV,26,"['OB Planning', 'Fuji TV']","['Funimation', 'Tokyopop']","['Studio Gallop', 'Studio Comet']",Manga,8.3,72582,141820
186,Initial D Second Stage,Fall 1999,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",TV,13,"['OB Planning', 'Fuji TV']",['Funimation'],['Pastel'],Manga,8.16,55204,87765
187,Initial D Third Stage,None,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",Movie,1,['OB Planning'],['Funimation'],['Studio Deen'],Manga,7.96,47012,74424
188,Gosenzo San'e,None,"['Comedy', 'Hentai', 'Mystery', 'Supernatural']",OVA,4,"['AIC', 'Green Bunny', 'BEAM Entertainment']",[],[],Original,6.19,566,1768
189,Love Hina,Spring 2000,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",TV,24,"['Production I.G', 'TV Tokyo', 'Yomiko Advertising', 'King Records', 'Audio Tanaka']","['Funimation', 'Bandai Entertainment']",['Xebec'],Manga,7.22,105427,195249
190,Love Hina Again,None,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",OVA,3,"['Starchild Records', 'Audio Tanaka']",['Bandai Entertainment'],['Xebec'],Manga,7.31,44353,70343
191,Love Hina Christmas Special: Silent Eve,None,"['Slice of Life', 'Comedy', 'Romance']",Special,1,"['Yomiko Advertising', 'Audio Tanaka']",['Bandai Entertainment'],['Xebec'],Manga,7.4,31679,49882
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,None,"['Adventure', 'Comedy', 'Romance']",Special,1,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']",['Bandai Entertainment'],['Xebec'],Unknown,7.27,28126,45098
193,Maburaho,Fall 2003,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",TV,24,"['Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures', 'Sony PCL']",['ADV Films'],['J.C.Staff'],Light novel,6.91,38520,75709
194,Macross Zero,None,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",OVA,5,['Bandai Visual'],[],['Satelight'],Unknown,7.62,15446,29183
195,Onegai☆Teacher,Winter 2002,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",TV,12,"['Bandai Visual', 'Genco']","['Nozomi Entertainment', 'Bandai Entertainment']",['Daume'],Original,7.28,71687,126319
196,Onegai☆Twins,Summer 2003,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",TV,12,"['Bandai Visual', 'Genco', 'Lantis']","['Nozomi Entertainment', 'Bandai Entertainment']",['Daume'],Original,6.97,40671,69699
197,Rizelmine,Spring 2002,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",TV,24,['m.o.e.'],[],"['Madhouse', 'Imagin']",Manga,6.61,8289,19765
198,Speed Grapher,Spring 2005,"['Action', 'Mystery', 'Super Power']",TV,24,"['TV Asahi', 'WAO World', 'TAP']",['Funimation'],['Gonzo'],Original,7.42,31267,83354
199,Sen to Chihiro no Kamikakushi,None,"['Adventure', 'Supernatural', 'Drama']",Movie,1,['Toho'],"['Walt Disney Studios', 'GKIDS']",['Studio Ghibli'],Original,8.91,570194,820443
200,Tenshi na Konamaiki,Spring 2002,"['Comedy', 'Magic', 'Romance', 'Shounen']",TV,50,[],[],['TMS Entertainment'],Manga,7.55,7015,19456
201,Video Girl Ai,None,"['Comedy', 'Drama', 'Ecchi', 'Romance']",OVA,6,['Shueisha'],[],['Production I.G'],Manga,7.27,9145,18964
202,Wolf's Rain,Winter 2003,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",TV,26,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']","['Funimation', 'Bandai Entertainment']",['Bones'],Original,7.89,96137,226727
203,Words Worth,None,"['Adventure', 'Demons', 'Fantasy', 'Hentai', 'Magic']",OVA,5,['Green Bunny'],['NuTech Digital'],['Arms'],Visual novel,6.83,2858,6458
204,Yumeria,Winter 2004,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",TV,12,[],"['ADV Films', 'Sentai Filmworks']",['Studio Deen'],Visual novel,6.19,10610,22471
205,Samurai Champloo,Spring 2004,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,26,"['Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']","['Funimation', 'Geneon Entertainment USA']",['Manglobe'],Original,8.5,334774,626149
206,Lodoss-tou Senki: Eiyuu Kishi Den,Spring 1998,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",TV,27,"['Kadokawa Shoten', 'Yomiko Advertising', 'Marubeni']","['Funimation', 'Central Park Media']",['AIC'],Novel,7.22,8005,21069
207,Lodoss-tou Senki,None,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,13,"['Kadokawa Shoten', 'TBS', 'Marubeni']","['Funimation', 'Central Park Media']",['Madhouse'],Novel,7.49,16416,41103
208,R.O.D: Read or Die,None,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']",OVA,3,"['Aniplex', 'SME Visual Works']","['Aniplex of America', 'Manga Entertainment']",['Studio Deen'],Light novel,7.73,27307,50079
209,R.O.D: The TV,Fall 2003,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Drama']",TV,26,"['Aniplex', 'Studio Deen', 'Broccoli', 'Sony Music Entertainment']","['Aniplex of America', 'Geneon Entertainment USA']",['J.C.Staff'],Light novel,7.6,23192,55950
210,Ranma ½,Spring 1989,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy', 'Shounen']",TV,161,"['Shogakukan Productions', 'Kitty Films', 'Fuji TV', 'Shogakukan']",['Viz Media'],['Studio Deen'],Manga,7.84,64914,149927
211,Pure Mail,None,['Hentai'],OVA,2,"['Pink Pineapple', 'Green Bunny']",['Adult Source Media'],[],Visual novel,6.35,1063,2614
212,Project A-Ko,None,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",Movie,1,['SOEISHINSHA'],['Discotek Media'],['APPP'],Original,6.95,5151,11477
213,Pia Carrot e Youkoso!!,None,"['Comedy', 'Romance', 'Hentai']",OVA,3,['NuTech Digital'],[],[],Unknown,6.13,952,2604
214,Pia Carrot e Youkoso!! 2,None,"['Comedy', 'Romance', 'Hentai']",OVA,3,['Pink Pineapple'],[],[],Unknown,6.29,661,1783
215,Pia Carrot e Youkoso!! 2 DX,None,"['Comedy', 'Romance']",OVA,6,[],['Sentai Filmworks'],[],Unknown,6.41,705,1764
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,None,"['Comedy', 'Romance']",Movie,1,"['Geneon Universal Entertainment', 'I-move']",[],['Bones'],Visual novel,5.99,911,2179
217,Shin Angel,None,"['Comedy', 'Drama', 'Hentai', 'Romance']",OVA,5,"['Pink Pineapple', 'Studio Tulip']",['SoftCel Pictures'],[],Unknown,6.37,676,1961
218,Kidou Senkan Nadesico,Fall 1996,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",TV,26,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']","['ADV Films', 'Nozomi Entertainment']",['Xebec'],Original,7.57,14352,37333
219,Kidou Senkan Nadesico: The Prince of Darkness,None,"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']",Movie,1,"['TV Tokyo', 'Starchild Records', 'Kadokawa Shoten', 'Toei Video', 'Movic', 'Sega', 'King Records', 'Audio Tanaka']","['ADV Films', 'Nozomi Entertainment']",['Xebec'],Original,6.84,6414,11836
220,Kuro no Danshou,None,"['Hentai', 'Horror']",OVA,4,['Discovery'],[],[],Unknown,5.95,669,1853
221,Mezzo Forte,None,"['Action', 'Comedy', 'Hentai', 'Sci-Fi']",OVA,2,['Green Bunny'],"['Media Blasters', 'SoftCel Pictures']",['Arms'],Original,6.71,10208,19640
222,Mezzo DSA,Winter 2004,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",TV,13,"['Studio Pierrot', 'Shochiku', 'Memory-Tech', 'Happinet Pictures']","['ADV Films', 'Sentai Filmworks']",['Arms'],Original,6.74,6259,14583
223,Dragon Ball,Winter 1986,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,153,['Fuji TV'],['Funimation'],['Toei Animation'],Manga,8.14,323361,511253
225,Dragon Ball GT,Winter 1996,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Sci-Fi', 'Shounen', 'Super Power']",TV,64,['Fuji TV'],['Funimation'],['Toei Animation'],Manga,6.65,230169,346447
226,Elfen Lied,Summer 2004,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",TV,13,"['VAP', 'Genco', 'A-Line']",['ADV Films'],['Arms'],Manga,7.72,561729,926834
227,FLCL,None,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",OVA,6,"['Starchild Records', 'GANSIS']","['Funimation', 'Synch-Point']","['Gainax', 'Production I.G']",Original,8.06,258455,462722
228,Jigoku Shoujo,Fall 2005,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",TV,26,"['Aniplex', 'SKY Perfect Well Think']",['Funimation'],['Studio Deen'],Original,7.73,90024,237819
229,Ninin ga Shinobuden,Summer 2004,"['Comedy', 'Parody', 'Martial Arts']",TV,12,"['Toshiba Entertainment', 'Happinet Pictures']","['Nozomi Entertainment', 'NYAV Post']",['ufotable'],Manga,6.98,12740,27244
230,Air Master,Spring 2003,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",TV,27,"['VAP', 'Nippon Television Network']",['Geneon Entertainment USA'],['Toei Animation'],Manga,7.09,11286,28083
231,Asagiri no Miko,Summer 2002,"['Action', 'Comedy', 'Supernatural', 'Fantasy', 'Seinen']",TV,26,"['Starchild Records', 'TV Tokyo Music', 'Shounen Gahousha']","['Media Blasters', 'NYAV Post']","['Chaos Project', 'GANSIS']",Manga,6.24,1746,5810
232,Cardcaptor Sakura,Spring 1998,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",TV,70,"['NHK', 'Kodansha', 'Sogo Vision', 'YTV']","['Nelvana', 'NIS America, Inc.', 'Geneon Entertainment USA']",['Madhouse'],Manga,8.21,131570,261523
233,Daa! Daa! Daa!,Spring 2000,"['Comedy', 'Sci-Fi', 'Shoujo']",TV,78,[],[],['J.C.Staff'],Manga,7.77,7085,16540
234,Dan Doh!!,Spring 2004,"['Adventure', 'Sports', 'Shounen']",TV,26,"['TV Tokyo', 'HoriPro']",['Bandai Entertainment'],['Tokyo Kids'],Manga,6.74,1221,3015
235,Detective Conan,Winter 1996,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",TV,None,"['Yomiuri Telecasting', 'Animax', 'YTV', 'TMS-Kyokuchi', 'Shogakukan']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],Manga,8.25,86311,178553
236,E's Otherwise,Spring 2003,"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",TV,26,['Sotsu'],['ADV Films'],['Studio Pierrot'],Manga,6.7,5664,13490
237,Koukyoushihen Eureka Seven,Spring 2005,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",TV,50,"['Aniplex', 'Bandai Visual', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Bandai', 'Ashi Production', 'Sony Music Entertainment', 'Bandai Namco Games', 'Hakuhodo DY Media Partners', 'Bandai Channel', 'USEN']","['Funimation', 'Bandai Entertainment']",['Bones'],Original,8.14,135974,330945
238,Rekka no Honoo,Summer 1997,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power']",TV,42,['Fuji TV'],"['Viz Media', 'Discotek Media']",['Studio Pierrot'],Manga,7.41,19181,45251
239,Gankutsuou,Fall 2004,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",TV,24,"['GDH', 'TV Asahi', 'Media Factory', 'Sotsu Music Publishing']","['Funimation', 'Geneon Entertainment USA']",['Gonzo'],Novel,8.2,45937,145999
240,Genshiken,Fall 2004,"['Slice of Life', 'Comedy', 'Parody']",TV,12,"['Genco', 'Lantis', 'Kids Station', 'Toshiba Entertainment']",['Media Blasters'],['Palm Studio'],Manga,7.71,56371,131030
241,Girls Bravo: First Season,Summer 2004,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",TV,11,"['Lantis', 'Kadokawa Shoten', 'Fuji TV', 'Rakuonsha', 'KlockWorx', 'Happinet Pictures', 'Studio Jack']","['Funimation', 'Geneon Entertainment USA']",['AIC Spirits'],Manga,6.58,54289,107181
242,Gokusen,Winter 2004,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Josei']",TV,13,"['VAP', 'Studio Jack']","['Media Blasters', 'NYAV Post']",['Madhouse'],Manga,7.46,14459,28646
243,Gravitation,Fall 2000,"['Comedy', 'Music', 'Romance', 'Shoujo', 'Shounen Ai']",TV,13,['Aniplex'],['Nozomi Entertainment'],['Studio Deen'],Manga,7.17,47413,84052
244,Agatha Christie no Meitantei Poirot to Marple,Summer 2004,"['Historical', 'Mystery']",TV,39,[],[],['OLM'],Novel,6.92,1367,5294
245,Great Teacher Onizuka,Summer 1999,"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life']",TV,43,"['Aniplex', 'Fuji TV']","['Discotek Media', 'Tokyopop']",['Studio Pierrot'],Manga,8.73,208336,410922
